slp,dewpt,uv,wind_dir,precip,pop,ozone,app_temp,clouds_low,clouds_mid,wind_gust_spd,dni,rh,pod,pres,temp,clouds,vis,clouds_hi,wind_spd,lon,lat,month_sin,month_cos,hour_sin,hour_cos,wind_deg,wind_sin,wind_cos,city_Bahāwalpur,city_Faisalābād,city_Gujrānwāla,city_Hyderabad,city_Islamabad,city_Karachi,city_Lahore,city_Mandi Bahāuddīn,city_Miānwāli,city_Multān,city_Peshawar,city_Quetta,city_Sargodha,city_Sheikhupura,city_Sialkot,city_Skārdu,city_Turbat,city_Tāl,country_Pakistan,weather_category_clear,weather_category_clouds,weather_category_rain,weather_category_thunderstorm,rainfall
0.6456400021918043,0.2659713131349954,-0.7910983272831591,0.3875077506842359,-0.18078082096974207,-0.2765020998158033,-0.2936945604303704,0.2959849923932684,3.437157992899859,-0.518371991011895,0.036598399049474824,-0.9962392753432409,1.852337478267512,1,1.3125003421058863,-0.33145326490094984,1.7599123583748468,0.1467212631904173,0,1.0680076732411676,-1.456083127867498,-2.1038067825814184,-1.0,-1.0,-1.0,-0.0,0.309988531844746,-0.7071067811865475,-0.7071067811865477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.47582576947855126,0.2659713131349954,-0.7910983272831591,0.4790788129997723,-0.18078082096974207,1.7972636488027214,-0.8786232668909065,0.2784302109997801,4.792833716198303,-0.518371991011895,0.10106530379717299,-0.9962392753432409,2.0173632135967683,1,1.2796410547065942,-0.3769542850867316,1.71694545667501,0.1467212631904173,0,0.47887982710433885,-1.456083127867498,-2.1038067825814184,-0.707107,-1.0,-0.707107,0.707107,0.5686116406839316,-0.9238795325112868,-0.3826834323650895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.47582576947855126,0.2659713131349954,-0.7910983272831591,0.42184689905256206,0.027146001870855835,1.7972636488027214,-0.4608170479905236,0.21406267922365566,3.630825953371065,-0.518371991011895,0.342816196601042,-0.9962392753432409,2.1273803704829395,1,1.2796410547065942,-0.4224553052725134,1.8888130634743576,0.1467212631904173,0,0.47887982710433885,-1.456083127867498,-2.1038067825814184,0.0,-1.0,0.0,1.0,0.309988531844746,-0.7071067811865475,-0.7071067811865477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.7022447464295554,0.2659713131349954,-0.05495513420545377,0.4332932818420041,-0.18078082096974207,-0.2765020998158033,-0.4106803017224757,0.3662041179672233,4.018161874313478,-0.518371991011895,0.32669947041411745,0.8059553951456581,1.9073460567105973,0,1.3453596295051782,-0.31845297341929796,1.8888130634743576,0.1467212631904173,0,0.17150877694599367,-1.456083127867498,-2.1038067825814184,0.707107,-1.0,0.707107,0.707107,0.5686116406839316,-0.9238795325112868,-0.3826834323650895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.6456400021918043,0.2659713131349954,1.78540284848881,0.42184689905256206,-0.18078082096974207,-0.2765020998158033,-0.79506202311083,0.6646354016565289,2.6624861510150333,-0.518371991011895,0.4717500060964389,1.2285172251465546,1.1922345369504856,0,1.3289299858055321,5.416788117442413e-05,1.9317799651741945,0.1467212631904173,0,0.760636623082822,-1.456083127867498,-2.1038067825814184,1.0,-1.0,1.0,0.0,0.309988531844746,-0.7071067811865475,-0.7071067811865477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.47582576947855126,0.2659713131349954,1.8379845051372172,0.35316860231590974,-0.18078082096974207,-0.2765020998158033,-1.0791702519630884,0.9221055287610288,2.5333741773675627,-0.518371991011895,0.42339982753566496,1.2333929385696418,0.9722002231781436,0,1.2796410547065942,0.17555810288347537,1.71694545667501,0.1467212631904173,0,1.3497644692196507,-1.456083127867498,-2.1038067825814184,0.707107,-1.0,0.707107,-0.707107,0.309988531844746,-0.7071067811865475,-0.7071067811865477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.41922102524080024,0.2659713131349954,-0.02866430588124998,0.35316860231590974,-0.18078082096974207,-0.2765020998158033,-1.329853983303318,0.7875188714109496,2.14603825642515,-0.518371991011895,0.6168005417787603,0.8315225690159763,1.3022516938366566,0,1.2632114110069483,0.013054459362825883,1.5021109481758255,0.1467212631904173,0,1.6571355193779957,-1.456083127867498,-2.1038067825814184,0.0,-1.0,0.0,-1.0,0.309988531844746,-0.7071067811865475,-0.7071067811865477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.5324305137163022,0.2659713131349954,-0.7910983272831591,0.37606136789479383,-0.18078082096974207,1.7972636488027214,-1.7977969484717489,0.4188684621476891,3.1143780587811816,-0.518371991011895,-0.060101958072073004,-0.9962392753432409,1.7973288998244263,1,1.2960706984062402,-0.2729519532335162,1.8028792600746837,0.1467212631904173,0,0.760636623082822,-1.456083127867498,-2.1038067825814184,-0.707107,-1.0,-0.707107,-0.707107,0.309988531844746,-0.7071067811865475,-0.7071067811865477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.6456400021918043,0.2659713131349954,-0.7910983272831591,0.3875077506842359,-0.18078082096974207,-0.2765020998158033,-1.0457457544510598,0.372055711765053,2.597930164191298,-0.518371991011895,-0.31796957706286655,-0.9962392753432409,1.962354635153683,1,1.3289299858055321,-0.33145326490094984,1.6739785549751731,0.1467212631904173,0,0.760636623082822,-1.456083127867498,-2.1038067825814184,-1.0,-1.0,-1.0,-0.0,0.309988531844746,-0.7071067811865475,-0.7071067811865477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.5324305137163022,0.2659713131349954,-0.7910983272831591,0.5248643441575405,0.027146001870855835,1.7972636488027214,-1.4635519733514426,0.2784302109997801,4.082717861137214,-0.518371991011895,0.08494857761024845,-0.9962392753432409,2.072371792039854,1,1.2960706984062402,-0.3899545765683835,1.5880447515754994,0.1467212631904173,0,0.17150877694599367,-1.456083127867498,-2.1038067825814184,-0.707107,-1.0,-0.707107,0.707107,0.5686116406839316,-0.9238795325112868,-0.3826834323650895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
